marque,version,annee,kilometrage,energie,emission_C02,consommation_mixte,transmission,portes,puissance_fiscale,places,lieu,prix
Toyota,C-HR Hybride 122h Design,2019,43000,Hybride,86,3.8,Automatique,4,4,5,62129,20500
Renault,Kangoo 1.5 DCI - 65 Expression,2001,80000,Diesel,146,5.5,Manuelle,4,5,5,06130,3200
Renault,Clio Estate IV dCi 90 Energy eco2 Business 83g,2014,156000,Diesel,83,3.2,Manuelle,4,4,5,42330,5900
Audi,Q2 35 TFSI COD 150 S tronic 7 S Line,2019,63200,Essence,116,5.3,Semi automatique,4,8,5,21160,26500
Renault,Scénic 1.6i 16V Fidji,2000,260000,Essence,173,7.3,Manuelle,4,7,5,97490,2200
Peugeot,2008 1.6 BlueHDi 120ch S&S BVM6 Allure,2016,70100,Diesel,96,3.7,Manuelle,4,6,5,52340,13000
Land-Rover,Freelander 2.0 Td4 HSE,2003,185755,Diesel,205,7.6,Manuelle,4,8,5,59252,5000
Volkswagen,Golf GTI,1999,120000,Essence,null,7.9,Manuelle,2,9,5,77115,7500
Mercedes,Classe CLA Shooting Brake 250 7-G DCT A 4Matic Launch Edition,2017,76000,Essence,158,6.9,Automatique,4,12,5,95420,29800
Nissan,Note 1.2 - DIG-S 98 Acenta,2016,40000,Essence,99,4.3,Manuelle,4,5,5,97434,10900
Citroën,C3 HDi 70 Attraction,2014,80000,Diesel,99,3.8,Manuelle,4,4,5,31700,6700
PEUGEOT,208 1.2 PureTech 82ch BVM5 Active,2014,130000,Essence,104,4.5,Manuelle,2,4,5,13100,7500
Ford,EcoSport 1.0 EcoBoost 125 Trend,2017,33940,Essence,125,5.4,Manuelle,4,7,5,39570,12800
Suzuki,Swift 1.2 Dualjet Hybrid SHVS Allgrip Pack,2018,36000,Essence,101,4.4,Manuelle,4,4,5,13150,12400
Peugeot,3008 1.6 e-HDi 112ch FAP BMP6 BLUE LION Active,2011,160000,Diesel,117,null,Semi automatique,4,6,5,33550,7200
Mercedes,ML 270 CDI A,2002,422110,Diesel,241,9.1,Automatique,4,11,5,78600,3800
Peugeot,Partner Tepee 1.6 HDi FAP 112ch Active,2012,180000,Diesel,139,5.3,Manuelle,4,6,5,75018,9500
Renault,Kangoo 1.4i RNE,1998,198900,Essence,null,7.5,Manuelle,2,7,5,58120,2000
BMW,Z4 Roadster 2.5si 218ch,null,null,Essence,199,8.3,Manuelle,2,14,2,88700,23990
Toyota,Corolla Hybride 122h Active,2020,19700,Hybride,76,3.3,Automatique,4,4,5,34120,24000
Jeep,Renegade 1.6 I MultiJet S&S 120 ch Limited,2014,158800,Diesel,115,4.4,Manuelle,4,6,5,86170,11690
Toyota,Aygo 1.0 VVT-i x,2018,500,Essence,95,4.1,Manuelle,4,4,4,92700,9500
BMW,120i Confort Steptronic A,2005,171000,Essence,190,7.9,Automatique,4,9,5,13090,8300
Nissan,X-Trail 2.2 dCi Confort,2004,265000,Diesel,222,9.3,Manuelle,4,9,5,44150,1500
Renault,Laguna 2.2 DT RXE,1998,230000,Diesel,189,7.1,Manuelle,4,7,5,77100,800
Volkswagen,Polo TDI 70,2008,150000,Diesel,119,4.5,Manuelle,4,4,5,01210,3600
Ford,Kuga 2.0 TDCi 136 DPF 4x2 Titanium,2010,161000,Diesel,159,6.1,Manuelle,4,8,5,40210,8000
BMW,Gran Turismo 318d 150 ch BVA8 M Sport,2016,190000,Diesel,119,4.5,Automatique,4,8,5,33260,15000
Renault,Clio TCe 130 EDC FAP Intens,2020,5000,Essence,null,null,Automatique,4,7,5,53000,21000
BMW,Coupé 420d xDrive 190 ch M Sport A,2016,35000,Diesel,125,4.7,Automatique,2,10,4,81000,32000
Citroën,C4 Picasso BlueHDi 150 S&S Intensive,2016,125000,Diesel,107,4.1,Manuelle,4,7,5,33112,12000
Ford,Fiesta 1.0 EcoBoost 100 ch S&S BVM6 Titanium,2018,52000,Essence,105,4.8,Manuelle,4,5,5,31300,10990
Dacia,Logan 1.5 dCi 70 Ambiance,2006,248000,Diesel,125,4.7,Manuelle,4,4,5,86000,2300
Citroën,C4 HDi 110 Collection,2007,260000,Diesel,128,4.8,Manuelle,4,6,5,09100,700
Citroën,Visa 1.0 Base,1982,93632,Essence,null,null,Manuelle,4,3,5,91230,1500
BMW,320i,1984,54000,Essence,null,null,Manuelle,2,10,5,45600,15980
Peugeot,3008 BlueHDi 130ch S&S EAT8 GT,2021,4300,Diesel,null,null,Automatique,4,7,5,57000,35500
Mercedes,Classe A 180 CDI Avantgarde,2005,236000,Diesel,137,5.2,Manuelle,4,6,5,06500,2000
Audi,SQ5 V6 3.0 BiTDI Plus 340 Quattro Tiptronic 8,2016,72000,Diesel,177,6.7,Automatique,4,23,5,62590,42000
Audi,A3 Sportback 1.2 TFSI 105 Ambiente,2012,69300,Essence,127,5.5,Manuelle,4,6,5,45700,13000
Dacia,Sandero ECO-G 100 - 22 Essentiel,2021,4800,GPL ou GNL,null,null,Manuelle,4,5,5,56610,15300
Dacia,Sandero TCe 90 E6 Stepway Prestige,2016,71500,Essence,115,5.1,Manuelle,4,5,5,32420,8700
Renault,Scenic dCi 130 Energy Bose Edition,2016,110000,Diesel,114,4.4,Manuelle,4,7,5,33230,10900
Volkswagen,Golf 1.4 Hybrid Rechargeable OPF 204 DSG6 Style 1st,2020,11200,Hybride,null,null,Automatique,4,8,5,57525,28100
Volkswagen,Touran 1.6 TDI 105 FAP BlueMotion Carat,2011,104000,Diesel,121,4.6,Manuelle,4,6,5,78700,12000
Renault,Vel Satis 2.2 dCi 150 Expression,2003,170000,Diesel,188,7.1,Manuelle,4,9,5,92220,1000
Jaguar,XJ8 3.5 V8 A,2003,63500,Essence,null,10.7,Automatique,4,18,4,62152,17000
Seat,Leon 2.0 TDI 150 DSG7 Xcellence,2021,2450,Diesel,97,null,Automatique,4,8,5,66750,32000
Fiat,Panda MY 1.2 8V 69 ch MyLife,2011,16131,Essence,110,4.9,Manuelle,4,4,4,21000,4000
Renault,Clio dCi 75 E6C Business,2018,90000,Diesel,104,4.0,Manuelle,4,4,5,11480,8999
Mercedes,Classe C 220 CDI Avantgarde,2007,150000,Diesel,160,6.1,Manuelle,4,10,5,67000,7000
Mercedes,Classe GLC 220 d 9G-Tronic 4Matic AMG Line,2019,20600,Diesel,null,null,Automatique,4,11,5,34520,50000
Audi,TT Coupé 2.0 TFSI 200 S line S-Tronic A,2007,156900,Essence,183,7.7,Automatique,2,12,4,77410,13990
Honda,CR-V Hybrid 2.0 i-MMD 2WD Comfort,2019,30000,Hybride,120,5.3,Automatique,4,7,5,59390,30400
Citroën,C3 Aircross BlueHDi 110 S&S BVM6 Shine,2021,11000,Diesel,null,null,Manuelle,4,6,5,25490,20000
Renault,Twingo III 0.9 TCe 90 Energy Limited 2017,2018,34000,Essence,99,4.3,Manuelle,4,4,4,30240,9500
Peugeot,3008 Hybrid4 300 e-EAT8 Allure,2021,13500,Hybride,null,null,Automatique,4,11,5,54240,39900
Renault,Captur TCe 120 Energy Initiale Paris,2018,44000,Essence,125,5.5,Manuelle,4,6,5,06600,12500
Audi,Q3 35 TFSI 150 ch Design Luxe,2019,45000,Essence,null,null,Manuelle,4,8,5,45000,33500
Suzuki,SX4 2.0 DDiS Série Spéciale Xplore,2012,172000,Diesel,139,5.3,Manuelle,4,7,5,vendeur,5600
Peugeot,2008 1.2 PureTech 110ch S&S BVM5 Allure,2018,23700,Essence,103,4.4,Manuelle,4,5,5,95210,15750
Citroën,C3 1.4i Exclusive,2004,160000,Essence,145,6.1,Manuelle,4,5,5,69003,2500
BMW,X5 xDrive30d 258 ch M Sport A,2017,99000,Diesel,158,6.0,Automatique,4,16,5,71260,37000
Citroën,ZX 1.8i Aura,1993,122000,Essence,null,null,Manuelle,4,7,5,69008,1000
Peugeot,208 PureTech 68ch BVM5 Active,2019,65000,Essence,105,4.6,Manuelle,4,4,5,33000,11900
Citroën,C4 HDi 92 airDream,2008,270000,Diesel,120,4.7,Manuelle,4,5,5,27450,2100
BMW,X4 xDrive20d 190ch xLine A,2018,31000,Diesel,136,5.2,Automatique,4,10,5,86320,40000
Volkswagen,Tiguan 2.0 TDI 110 FAP BlueMotion Technology,2014,164000,Diesel,138,5.3,Manuelle,4,6,5,85180,11990
Renault,Zoe R110 Intens,2020,16000,Electrique,null,null,Automatique,4,1,5,34810,14500
Volkswagen,Polo 1.4 TSI 150 ACT BMT BlueGT,2015,87500,Essence,110,4.8,Manuelle,2,7,5,31810,13100
Toyota,C-HR Pro Hybride 122h Dynamic,2019,9800,Hybride,86,3.8,Automatique,4,4,5,02290,23000
Citroën,Grand C4 Picasso HDi 110 FAP BMP6,2007,172000,Diesel,150,5.7,Automatique,4,6,7,86380,3000
Renault,Clio Estate IV TCe 90 Energy eco2 Intens,2014,104500,Essence,105,4.5,Manuelle,4,5,5,38160,7500
Renault,Mégane Coupé  1.9 DCI Dynamique,2002,137500,Diesel,139,5.2,Manuelle,2,6,4,84130,3000
Mercedes,C180 Elégance A,1995,121000,Essence,null,null,Automatique,4,11,5,73000,4500
Dodge,Nitro 2.8 CRD 177 4x4 SXT A,2008,156000,Diesel,250,9.4,Automatique,4,12,5,49260,11000
Mini,Mini Countryman 143 ch ALL4 Cooper SD A,2015,52780,Diesel,156,5.9,Automatique,4,8,5,33000,20000
Renault,Scenic 1.5 dCi 105 Authentique,2007,235000,Diesel,138,5.2,Manuelle,4,6,5,91430,2300
Citroën,2 CV 6 Charleston,1977,60000,Essence,null,null,Manuelle,4,3,5,11100,11000
Peugeot,307 CC 2.0e 16V 141ch Navteq on Board A,2007,124500,Essence,199,8.4,Automatique,2,9,4,83510,5990
Opel,Zafira 1.9 CDTI - 120 ch FAP Cosmo Pack,2007,69000,Diesel,159,6.0,Manuelle,4,7,7,01120,6500
Lexus,IS 300h Luxe,2018,33500,Hybride,101,4.3,Automatique,4,9,5,77580,27000
Citroën,C4 PureTech 130 S&S EAT8 Shine Pack,2021,3400,Essence,null,null,Automatique,4,7,5,25230,27500
Peugeot,308 SW 1.6 e-HDi 112ch FAP Access,2013,117000,Diesel,114,4.4,Manuelle,4,6,5,77500,7490
Citroën,C4 Cactus BlueHDi 100 Business,2015,112000,Diesel,95,3.6,Manuelle,4,5,5,97240,8500
Renault,Twingo III 1.0 SCe 70 eco2 Limited,2015,38000,Essence,105,4.5,Manuelle,4,4,4,66000,7200
BMW,X1 sDrive 18d 143 ch Business,2014,99000,Diesel,128,4.9,Manuelle,4,8,5,40500,13500
Citroën,C4 Picasso HDi 110 FAP Millenium BMP6,2011,113500,Diesel,137,5.2,Automatique,4,6,5,86100,7000
Audi,A4 2.5 V6 TDI Quattro Pack,2001,250000,Diesel,211,7.8,Manuelle,4,10,5,01340,800
Renault,Mégane II CC 1.6 16V Authentique Proactive A,2007,65000,Essence,187,7.8,Automatique,2,7,4,34000,1500
Citroën,DS4 THP 200 Sport Chic,2012,160000,Essence,149,6.4,Manuelle,4,11,5,01170,7900
alfa,147 1.9 JTD - 115 Impression,2005,263000,Diesel,155,5.8,Manuelle,2,7,5,24750,450
Ford,Mustang Fastback V8 5.0 421 GT,2013,55000,Essence,299,13.5,Manuelle,2,33,4,14500,79500
BMW,X1 sDrive 18d 143 ch Lounge Plus,2014,99000,Diesel,128,4.9,Manuelle,4,8,5,40500,13500
Renault,Scenic dCi 110 Energy FAP eco2 Bose Edition,2014,103000,Diesel,105,4.1,Manuelle,4,5,5,02800,10500
Peugeot,1007 1.4 HDi Dolce,2006,75000,Diesel,124,4.4,Manuelle,2,4,4,91390,4200
Peugeot,208 PureTech 82ch S&S BVM5 Signature,2019,25000,Essence,108,4.7,Manuelle,4,4,5,19160,13800
Austin,MINI MOKE BACHE,1986,39000,Essence,null,null,Manuelle,2,6,null,83300,19800
Mercedes,C43 AMG Sport,1999,134000,Essence,280,11.7,Automatique,4,22,5,74470,18000
Peugeot,308 SW BlueHDi 130ch S&S BVM6 Allure,2016,73480,Diesel,null,null,Manuelle,4,7,5,55100,12850
Peugeot,2008 1.6 e-HDi 115ch FAP BVM6 Féline Cuivre,2014,141000,Diesel,105,4.0,Manuelle,4,6,5,31300,9200
Volkswagen,Golf Plus 1.6 TDI 105 FAP BlueMotion Confortline,2010,172000,Diesel,114,4.3,Manuelle,4,5,5,82300,5700
Suzuki,Samurai 1.3i Luxe,1997,43000,Essence,null,null,Manuelle,2,7,4,31550,7000
Land-Rover,Range Rover Sport Mark VI TDV6 3.0L HSE A,2011,140000,Diesel,243,9.2,Automatique,4,16,5,33700,21850
Mercedes,Classe CLS 350 d 4Matic A,2013,107300,Diesel,166,6.2,Automatique,4,16,4,49250,23500
Volkswagen,Golf 2.0 TSI 210 GTI,2010,101300,Essence,170,7.3,Manuelle,2,13,5,67110,15000
Jeep,Wrangler 2.8 CRD 200 MOAB,2013,100687,Diesel,187,7.1,Manuelle,2,12,4,40600,31600
Fiat,Panda 1.4 16V Sport,2007,148000,Essence,154,6.5,Manuelle,4,6,4,04140,4400
Citroën,BX Evasion 1.9 D TD,1990,195000,Diesel,null,null,Manuelle,4,6,5,71270,500
Mercedes,C 200 CDI - 115 Avantgarde,2003,283500,Diesel,167,6.3,Manuelle,4,7,5,83160,2500
Citroën,C3 Aircross PureTech 130 S&S EAT6 C-Series,2020,8300,Essence,null,null,Automatique,4,7,5,38110,21000
Subaru,Legacy Boxer Diesel 2.0D,2008,160000,Diesel,148,5.6,Manuelle,4,8,5,91470,5200
Porsche,911 Cabriolet Carrera,1988,132500,Essence,null,null,Manuelle,2,17,4,91450,72500
Volkswagen,T-Roc 2.0 TDI 150 Start/Stop DSG7 4Motion Carat Exclusive,2018,47000,Diesel,null,null,Automatique,4,8,5,80300,27442
Renault,Koleos dCi 175 4x2 X-tronic Energy Initiale Paris,2018,41000,Diesel,146,5.5,Automatique,4,10,5,57700,27400
Porsche,Cayenne 3.6 V6 Tiptronic S A,2007,134000,Essence,310,12.9,Automatique,4,21,5,83510,17400
Volkswagen,Polo 1.4i,1997,125500,Essence,null,6.3,Manuelle,2,6,5,74160,1700
Renault,Mégane Estate III 1.6 dCi 130 FAP Energy eco2 Bose,2015,140000,Diesel,104,4.0,Manuelle,4,6,5,57420,8500
Renault,Captur dCi 110 Energy Intens,2015,126500,Diesel,98,3.7,Manuelle,4,5,5,19320,9500
Ferrari,599 GTB V12 6.0 620ch Fiorano F1,2009,79700,Essence,401,null,Automatique,2,58,2,59230,95000
BMW,Touring 320i 150ch Confort,2007,170000,Essence,182,7.6,Manuelle,4,9,5,59230,6990
Nissan,Terrano 2.7 TDI Canon,1999,139000,Diesel,null,9.8,Manuelle,2,10,5,07470,3000
Audi,A1 1.2 TFSI 86 Ambition,2011,112000,Essence,118,5.1,Manuelle,2,5,4,92260,9700
BMW,Touring 520d,2001,300000,Diesel,163,6.1,Manuelle,4,7,5,62000,1700
Mercedes,Classe A 200 CDI Avantgarde,2010,197400,Diesel,138,5.3,Manuelle,4,8,5,69220,4500
Renault,Twingo II 1.2 LEV 16v 75 eco2 Privilège,2012,89800,Essence,105,4.5,Manuelle,2,4,4,19600,5200
Volvo,V60 D4 181 ch Stop&Start Momentum Geartronic A,2014,178000,Diesel,112,4.3,Automatique,4,9,5,,null
Peugeot,206 1.4e 75ch Génération,2008,69700,Essence,152,6.4,Manuelle,4,5,5,94310,4500
BMW,Touring 523i A,1998,231000,Essence,256,10.7,Automatique,4,12,5,80600,4000
Volvo,V60 D4 181 ch Stop&Start Xénium Geartronic A,2014,178000,Diesel,112,4.3,Automatique,4,9,5,44200,14800
Fiat,Multipla 1.9 Multijet 120 Class,2007,281000,Diesel,173,6.4,Manuelle,4,7,6,78610,1700
Lexus,LS 400 A,1998,190000,Essence,null,null,Automatique,4,23,5,07220,6500
Peugeot,407 1.6 HDi 16V 110ch FAP Confort Pack,2007,185000,Diesel,140,5.3,Manuelle,4,6,5,74960,3500
BMW,118d 150 ch Business,2016,127000,Diesel,104,4.0,Manuelle,4,7,5,77500,14700
Mercedes,ML 400 CDI Luxury A,2003,238600,Diesel,288,10.9,Automatique,4,18,5,91580,6500
Nissan,X-TRAIL 1.6 dCi 130 7pl All-Mode 4x4-i Tekna,2015,47000,Diesel,143,5.4,Manuelle,4,7,7,78650,17590
OPEL,Tigra cab 1.8 16V - 125 Ecotec RedTop,2005,139000,Essence,179,7.5,Manuelle,2,8,2,88000,2700
Audi,A5 Sportback V6 3.0 TDI 245 Ambiente Quattro S tronic,2012,90000,Diesel,149,5.7,Automatique,4,14,4,13007,21500
Citroën,DS3 Cabriolet e-HDi 90 Be Chic,2014,171200,Diesel,95,3.6,Manuelle,2,4,5,69008,6950
Hyundai,Coupé 2.0i Pack Luxe,2007,159900,Essence,193,8.0,Manuelle,2,9,4,01710,5900
Fiat,500L 1.4 95 ch S/S 120th,2019,21500,Essence,129,6.2,Manuelle,4,5,5,44600,14990
Opel,Meriva 1.7 CDTI - 100 Cosmo,2009,146000,Diesel,139,5.2,Manuelle,4,6,5,88100,2990
Kia,Sportage 1.7 CRDi 141 ISG 4x2 DCT7 Active,2017,72400,Diesel,129,4.9,Automatique,4,7,5,21000,18200
Suzuki,Swift 1.2 VVT So'City,2016,36000,Essence,116,5.0,Manuelle,4,5,5,64110,10000
Citroën,ZX 1.4i Reflex,1992,200000,Essence,null,7.6,Manuelle,4,7,5,28000,1700
Mercedes,CLK 220 CDI Avantgarde,2005,195000,Diesel,172,6.5,Manuelle,2,9,4,30100,4500
Volkswagen,T-Cross 1.0 TSI 115 Start/Stop BVM6 Carat,2020,15000,Essence,106,null,Manuelle,4,6,5,39140,21000
Mercedes,Classe A 180 d 7G-DCT AMG Line,2019,24100,Diesel,null,null,Automatique,4,6,5,vendeur,31200
Volkswagen,Eos 2.0 16S TDI 140 FAP Carat,2008,182262,Diesel,156,6.0,Manuelle,2,8,4,74500,6000
BMW,X5 3.0 d A,2003,342000,Diesel,259,9.7,Automatique,4,13,5,04700,4200
Renault,Super 5 GTS,1988,1000,Essence,null,null,Manuelle,2,6,5,31200,20000
Mini,Mini Countryman D 112 ch Cooper,2014,76600,Diesel,111,4.2,Manuelle,4,6,5,20290,12500
Peugeot,106 1.4 D XND,1993,242077,Diesel,null,null,Manuelle,4,4,5,70000,500
Peugeot,107 1.0e 12V 68ch BLUE LION Trendy,2010,80872,Essence,106,4.5,Manuelle,2,4,4,83136,3300
Toyota,C-HR Hybride 122h Collection,2018,10600,Hybride,87,3.9,Automatique,4,4,5,61000,23500
BMW,X1 sDrive 18d 143 ch Business,2013,235000,Diesel,128,4.9,Manuelle,4,8,5,82370,13500
Peugeot,508 1.6 BlueHDi 120ch S&S BVM6 Access,2016,130000,Diesel,99,3.8,Manuelle,4,6,5,36370,9000
Opel,Mokka X 1.6 CDTI - 136 ch 4x2 BVA6 Color Edition,2017,67461,Diesel,132,5.0,Automatique,4,7,5,69004,17500
Ford,Ka+ 1.2 85 ch S&S Active,2018,42000,Essence,129,5.7,Manuelle,4,5,5,85270,9200
Audi,A4 Cabriolet 2.4i V6,2002,158000,Essence,235,9.8,Manuelle,2,11,4,74140,7190
Citroën,Xsara Picasso 2.0 HDi 90,2002,390000,Diesel,147,5.5,Manuelle,4,5,5,44380,900
Volkswagen,Touran 2.0 TDI 140 FAP BlueMotion Carat DSG6,2012,180000,Diesel,135,5.2,Automatique,4,8,7,40700,12000
BMW,Gran Coupé 418d 143 ch Business A,2015,110321,Diesel,122,4.6,Automatique,4,7,5,95500,17150
Renault,Captur TCe 120 Energy Initiale Paris,2018,12000,Essence,125,5.5,Manuelle,4,6,5,34190,14500
Fiat,Tipo 1.4 95 ch,2018,48167,Essence,133,5.7,Manuelle,4,5,5,62210,10490
Mini,Mini 1.6i - 170 Cooper S,2006,78000,Essence,207,8.6,Manuelle,2,11,4,06100,8500
Toyota,Yaris 1.3 - 87 VVT-i,2007,106000,Essence,141,6.0,Manuelle,4,5,5,01000,4800
Skoda,Fabia 1.2 12V 60 Pep's,2009,99990,Essence,140,5.9,Manuelle,4,4,5,01000,5450
Peugeot,107 1.0e 12V 68ch BLUE LION Trendy,2008,85100,Essence,108,4.6,Manuelle,2,4,4,01000,4490
Citroën,C4 PureTech 130 S&S EAT8 Shine,2021,3600,Essence,null,null,Automatique,4,7,5,21000,26500
Renault,Laguna 2.0 dCi 130 Energy eco2 Bose Edition,2014,180000,Diesel,118,4.5,Manuelle,4,7,5,46300,5800
Ford,Mustang Fastback V8 5.0 421 GT A,1972,23000,Essence,281,12.0,Automatique,2,33,2,27300,39900
BMW,116i,2005,131000,Essence,181,7.5,Manuelle,4,7,5,49300,6900
Mercedes,Classe GLC 220 d 9G-Tronic 4Matic,2016,99000,Diesel,156,5.9,Automatique,4,9,5,21200,29800
Ford,Mondeo 2.0 TDCI 140 FAP Business Nav,2012,239000,Diesel,139,5.3,Manuelle,4,8,5,34990,4750
Mercedes,E 270 CDI Elégance A,2002,256000,Diesel,180,6.8,Automatique,4,11,5,67500,3200
Peugeot,207 1.6 HDi 16V 90ch BLUE LION Navteq,2009,190500,Diesel,117,4.5,Manuelle,4,5,5,38510,3000
Peugeot,2008 Electrique 136 ch Allure,2021,3900,Electrique,null,null,Automatique,4,4,5,38360,30000
Kia,CEED 1.0 T-GDi 120 ch ISG BVM6 GT Line,2019,17000,Essence,118,5.2,Manuelle,4,6,5,51100,18000
Renault,Clio TCe 90 E6C Trend,2019,27280,Essence,113,5.0,Manuelle,4,5,5,24660,12000
Mercedes,Classe B 200 CDI BlueEFFICIENCY Sport 7-G DCT A,2013,60000,Diesel,120,4.5,Automatique,4,7,5,83140,15000
Peugeot,108 VTi 72ch S&S BVM5 Style,2021,2000,Essence,null,null,Manuelle,4,4,4,68390,13700
Mitsubishi,Space Star 1.0 MIVEC 71,2020,15000,Essence,105,4.6,Manuelle,4,4,5,62950,8260
Peugeot,2008 PureTech 82ch BVM5 Style,2019,27000,Essence,112,5.0,Manuelle,4,4,5,60510,13500
Dacia,Lodgy 1.5 dCI 110 FAP 5 places Ambiance,2012,77500,Diesel,116,4.4,Manuelle,4,6,5,42420,9200
Citroën,C4 PureTech 130 S&S EAT8 Shine,2021,3500,Essence,null,null,Automatique,4,7,5,70000,26600
Mercedes,Classe E 220 d 9G-Tronic Fascination,2016,96500,Diesel,123,4.7,Automatique,4,10,5,75016,31000
Fiat,500 1.2 8V 69 ch Lounge,2012,92000,Essence,119,null,Manuelle,2,4,4,78440,6499
Suzuki,Swift 1.2 Dualjet Avantage,2019,44500,Essence,106,4.3,Manuelle,4,5,5,33650,10900
Opel,Corsa 1.3 CDTI - 75 EcoFlex 105g Cool Line 2,2009,82600,Diesel,105,4.0,Manuelle,2,4,5,87320,7000
Mitsubishi,Eclipse Cross 1.5 MIVEC 163 BVM6 2WD Instyle,2018,31000,Essence,151,6.6,Manuelle,4,9,5,37000,15900
Mercedes,300 D A,1982,316000,Diesel,null,null,Automatique,4,12,5,66300,2000
Mercedes,Classe A 180 d 7G-DCT AMG Line,2018,22000,Diesel,null,null,Automatique,4,6,5,92380,30850
Ford,RANGER 2.5 TDCi 143 SUPER CAB XL 4X4,2007,298000,Diesel,244,8.9,Manuelle,2,8,4,27290,1500
Toyota,Land Cruiser 3.0 TD GX,1998,235000,Diesel,null,11.1,Manuelle,4,10,5,16240,10000
Renault,Clio E-Tech 140 - 21 Limited,2021,2400,Hybride,null,null,Automatique,4,5,5,18140,21100
Seat,Ateca 2.0 TDI 150 ch Start/Stop DSG7 FR,2019,78000,Diesel,116,4.7,Semi automatique,4,8,5,16000,26400
Renault,Grand Scenic 1.9 dCi 120 Confort Authentique,2005,88000,Diesel,154,5.8,Manuelle,4,7,7,30100,2990
Peugeot,308 CC 2.0 HDi 16V 140ch FAP Féline,2010,214000,Diesel,155,5.9,Manuelle,2,8,4,78410,4000
Audi,A3 Sportback 1.6 TDI 110 Ambiente,2015,110000,Diesel,99,3.8,Manuelle,4,5,5,54000,13500
Audi,A1 1.6 TDI 105 Ambiente,2010,117000,Diesel,103,3.9,Manuelle,2,5,4,vendeur,10000
Peugeot,206 1.4e 75ch XBOX 360,2007,51607,Essence,152,6.4,Manuelle,4,5,5,22410,5390
Renault,Mégane Estate III 1.5 dCi 110 FAP Energy eco2 Bose,2016,113000,Diesel,90,3.5,Manuelle,4,5,5,55300,9600
BMW,X3 sDrive18d 150ch Lounge Plus Start Edition A,2017,123000,Diesel,125,4.7,Automatique,4,8,5,45190,21500
Citroën,C4 PureTech 130 S&S Feel Pack Business,2021,6500,Essence,108,4.8,Manuelle,4,7,5,25260,22900
Peugeot,406 Coupé 2.0 16v A,2003,161000,Essence,206,8.6,Automatique,2,9,4,64200,4700
Mercedes,Classe S 400 d 9G-Tronic 4-Matic Executive,2018,50000,Diesel,162,6.1,Automatique,4,22,5,85150,64000
Audi,A1 Sportback 1.0 TFSI 95 ultra Active,2016,89000,Essence,98,4.3,Manuelle,4,5,4,33700,12000
Renault,Mégane IV Berline TCe 115 FAP Business,2019,30040,Essence,120,5.3,Manuelle,4,6,5,37390,14850
Volkswagen,Golf 1.6 TDI 105 BlueMotion Technology FAP Carat DSG7,2014,118000,Diesel,102,3.9,Semi automatique,4,5,5,37130,12350
Renault,Kadjar TCe 130 Energy Graphite,2018,48000,Essence,126,5.6,Manuelle,4,7,5,91810,14900
Nissan,Qashqai 1.5 dCi 115 Acenta,2019,347,Diesel,null,null,Manuelle,4,6,5,vendeur,23500
BMW,X1 sDrive 18d 150 ch Business,2016,77000,Diesel,109,4.1,Manuelle,4,7,5,57350,19400
Renault,Kadjar dCi 130 Energy X-Tronic Intens,2018,50084,Diesel,130,5.0,Automatique,4,7,5,33770,18500
Citroën,C4 PureTech 110 BVM Millenium Business,2018,31300,Essence,112,4.8,Manuelle,4,6,5,81100,12000
Peugeot,306 Cabriolet 2.0i,1995,204300,Essence,null,null,Manuelle,2,10,4,50490,3500
Volkswagen,Touareg R5 TDI A,2005,178000,Diesel,265,9.8,Automatique,4,12,5,45680,6990
Renault,Kadjar dCi 130 Energy Intens,2016,70500,Diesel,117,4.5,Manuelle,4,7,5,41320,14200
Peugeot,2008 1.2 PureTech 110ch S&S EAT6 Allure,2016,73500,Essence,110,4.8,Automatique,4,6,5,11700,11600
Renault,Grand Scénic III dCi 110 FAP eco2 Alyum Euro 5 EDC 7 pl,2010,150000,Diesel,130,5.0,Automatique,4,6,7,28160,5600
Jeep,Renegade 1.6 I MultiJet S&S 95 ch Aspen,2018,40000,Diesel,115,4.4,Manuelle,4,5,5,83320,16900
BMW,X3 xDrive20d 190ch BVA8 Business,2018,21000,Diesel,140,5.3,Automatique,4,11,5,34830,40900
Mini,Mini D 112 ch Cooper,2011,138000,Diesel,99,3.8,Manuelle,2,5,4,40390,8200
Toyota,Prius Rechargeable 136h Dynamic,2016,124000,Hybride,49,2.1,Automatique,4,4,5,93320,15000
Alfa,Giulia 2.0 TB 200 ch AT8 Lusso,2017,32000,Essence,138,6.0,Automatique,4,11,5,68100,31500
Audi,Q3 2.0 TDI Ultra 150 ch S line,2016,104000,Diesel,119,4.6,Manuelle,4,8,5,32000,19000
Ford,Focus 1.6i Ambiente,2003,198500,Essence,163,6.8,Manuelle,4,6,5,30100,2500
twingo,Twingo II 1.2 LEV 16v 75 eco2 Life,2014,67000,Essence,104,4.5,Manuelle,2,4,4,31620,5400
Dacia,Sandero 1.5 dCi 90 E6 Stepway Prestige,2016,25800,Diesel,98,3.8,Manuelle,4,4,5,81500,11200
Peugeot,307 CC 1.6e 16V 110ch Navteq on Board,2006,167500,Essence,178,7.6,Manuelle,2,7,4,47520,4000
Renault,Mégane II 1.9 dCi 130 Carminat,2006,110791,Diesel,145,5.5,Manuelle,4,7,5,64250,3800
Citroën,C5 HDi 110 FAP Attraction,2011,200,Diesel,129,5.0,Manuelle,4,6,5,11700,4300
